Fund net assets,"Fossil fuel holdings, weight","Coal industry, weight","Oil / gas industry, weight","Fossil-fired utilities, weight",Fossil fuel finance fund score,"Fossil fuel finance holdings, weight",Fossil fuel insurance fund score,"Fossil fuel insurance holdings, weight","Clean200, weight"," Deforestation-risk producer, weight","Deforestation-risk financier, weight","Deforestation-risk consumer brand, weight",esg_score,grade
1026517503,0.06,0.009,0.043,0.026,11.4,0.029,13.9,0.016,0.125,0.003,0.022,0.062,22.69,3
1159736320,0.053,0.007,0.04,0.02,10.4,0.026,10.3,0.013,0.117,0.004,0.018,0.064,22.72,3
1195936922,0.067,0.01,0.048,0.029,12.8,0.033,15.4,0.018,0.138,0.004,0.024,0.069,22.73,3
307172802,0.059,0.008,0.045,0.022,11.6,0.029,11.3,0.014,0.13,0.004,0.02,0.071,22.71,3
763873228,0.074,0.011,0.053,0.032,13.9,0.036,16.6,0.02,0.149,0.004,0.027,0.074,22.76,3
312590666,0.064,0.008,0.049,0.024,12.6,0.031,12.4,0.015,0.141,0.005,0.022,0.077,22.71,3
1034668873,0.078,0.012,0.056,0.034,14.7,0.038,17.4,0.021,0.156,0.005,0.028,0.078,22.79,3
223811858,0.067,0.009,0.051,0.025,13.1,0.033,12.9,0.016,0.146,0.005,0.023,0.079,22.73,3
686947525,0.081,0.013,0.058,0.035,15.2,0.039,17.8,0.021,0.16,0.005,0.029,0.079,22.81,3
91794039,0.069,0.009,0.053,0.026,13.5,0.034,13.2,0.016,0.15,0.006,0.024,0.081,22.71,3
793905416,0.083,0.013,0.059,0.035,15.5,0.04,18.1,0.022,0.163,0.005,0.03,0.081,22.82,3
25877757090,0.085,0.006,0.056,0.041,12.5,0.021,22.5,0.023,0.217,0.002,0.023,0.105,22.73,3
3030519801,0.013,0.002,0.011,0.002,0.9,0.002,0.1,0,0.373,0,0,0.121,20.7,3
810095196,0.164,0.011,0.106,0.084,25.9,0.043,49.1,0.05,0.067,0.003,0.049,0.098,24.01,3
1765798925,0.122,0.014,0.086,0.057,0,0,4.4,0.005,0.026,0.008,0,0.045,23.6,3
656568306,0.103,0.017,0.081,0.046,44.4,0.142,38.2,0.058,0.162,0.006,0.097,0.11,22.02,3
1.06E+11,0.089,0.006,0.058,0.045,14.2,0.024,25.6,0.026,0.247,0.002,0.026,0.118,22.05,3
2991545692,0.073,0,0.048,0.025,2.7,0.032,0,0,0.072,0.072,0.032,0.019,24.26,3
88217515,0.177,0,0.145,0.065,0,0,0,0,0.022,0.165,0,0.031,24.78,3
24736100,0.063,0,0.063,0,0,0,0,0,0.205,0,0.043,0.179,20.93,3
22500860,0.185,0,0.185,0,0,0,0,0,0.262,0,0,0.136,23.55,3
91297411,0.08,0,0.061,0.019,0,0,19.1,0.019,0.156,0,0.032,0.122,21.71,3
64976489,0.105,0.048,0.046,0.051,11.9,0.049,3.3,0.003,0.128,0.009,0.022,0.002,28.44,3
32898353,0.058,0,0.058,0,2.1,0.019,0,0,0.154,0,0.03,0.085,20.5,3
72313836,0.077,0.013,0.05,0.041,0,0,0,0,0.005,0.011,0,0.015,26.39,3
77093256,0.034,0,0.034,0,0,0,0,0,0,0,0,0.005,28.32,3
229580988,0.058,0,0.058,0,0,0,0,0,0,0,0,0,27.97,3
410821525,0.084,0.015,0.049,0.036,0,0,0,0,0,0,0,0.043,29.13,3
1740600499,0.113,0,0.032,0.081,30.7,0.106,106.3,0.108,0.066,0.01,0.016,0.082,22.45,3
50169090,0.075,0,0.075,0.035,5,0.107,61.2,0.064,0,0.035,0.023,0,21.62,3
3365002048,0.011,0,0,0.011,0,0,10.6,0.011,0.163,0,0,0,21.09,3
25947345,0.048,0.005,0.043,0.035,0,0,9,0.009,0.161,0,0.011,0.066,22.49,3
67879977,0,0,0,0,0,0,0,0,0.347,0,0,0.178,20.46,3
64088483,0,0,0,0,0,0,0,0,0.418,0,0,0.018,19.07,2
1917410112,0.021,0.007,0.011,0.012,0,0,0,0,0.39,0,0,0.112,20.9,3
284849629,0.079,0.006,0.052,0.039,14.1,0.024,21,0.022,0.271,0.002,0.025,0.117,22.05,3
109240199,0.072,0.01,0.055,0.02,0,0,0,0,0.013,0,0,0.024,25.27,3
52837580,0.062,0.013,0.043,0.016,0,0,0,0,0.001,0,0,0.012,28.03,3
22558904,0.043,0.023,0.036,0.023,0,0,4.6,0.005,0.142,0,0,0,24.35,3
814541993,0.064,0,0.044,0.03,,0.041,,0.023,0.155,0,0.02,0.119,22.76,3
39256659,0.023,0,0.023,0,19.5,0.085,0,0,0.101,0,0.055,0.066,20.25,3
64411702,0.035,0,0.035,0.005,5.8,0.014,6.2,0.007,0.17,0,0.011,0.063,21.53,3
8619083,0.025,0.006,0,0.025,4.1,0.048,17.7,0.019,0.196,0.006,0.067,0.008,25.2,3
230216805,0.128,0.01,0.097,0.059,25.9,0.044,22.5,0.03,0.225,0,0.039,0.104,22.06,3
28172069,0.108,0.007,0.096,0.005,1.9,0.024,46.1,0.08,0.206,0,0.024,0.094,21.33,3
211272026,0.047,0,0.047,0.004,5.7,0.013,6.9,0.007,0.318,0,0.006,0.106,20.49,3
187035706,0.07,0,0.07,0.007,0,0,0,0,0.111,0,0,0.03,23.07,3
103756495,0.073,0,0.067,0.006,0,0,12.4,0.021,0.026,0,0,0,24.58,3
11356997,0.047,0.003,0.047,0.003,12.4,0.029,30.3,0.052,0.292,0,0.023,0.106,19.44,2
53089983,0.11,0,0.11,0.006,6,0.014,35.5,0.055,0.287,0,0.033,0.109,21.41,3
34992734,0.12,0,0.109,0.011,0,0,9.3,0.016,0.005,0,0,0,27,3
14936396393,0.088,0.01,0.079,0.015,31.4,0.102,27.3,0.048,0.181,0.007,0.058,0.148,22.28,3
6272800881,0.1,0.02,0.082,0.019,29,0.105,25.4,0.044,0.174,0.01,0.067,0.148,22.69,3
19017297660,0.078,0.015,0.055,0.026,18.7,0.029,9,0.009,0.273,0.001,0.013,0.129,23.09,3
25285583409,0.066,0.017,0.036,0.017,39.2,0.059,17.5,0.018,0.206,0,0.029,0.137,23.57,3
5176726613,0.258,0.048,0.241,0.017,30.5,0.039,16.8,0.017,0.104,0,0.08,0.057,21.61,3
932622574,0.223,0.055,0.146,0.072,49.9,0.062,25.4,0.025,0,0,0.032,0.054,23.55,3
274734347,0,0,0,0,0,0,0,0,0.066,0,0,0,29.15,3
50139039,0,0,0,0,0,0,0,0,0.064,0,0,0,26.05,3
65208204,0.043,0,0,0.043,0,0,48.1,0.048,0.174,0,0.013,0.141,27.43,3
202580301,0.991,0.012,0.979,0.02,0,0,0,0,0,0,0,0,32.06,4
177515515,0.136,0.014,0.104,0.05,18,0.027,12.1,0.012,0.215,0,0.049,0.147,20.43,3
72491290,0.017,0,0.017,0,0,0,0,0,0.069,0,0,0.011,16.22,2
1059987902,0,0,0,0,0,0,0,0,0.015,0,0,0,39.67,4
952177818,0,0,0,0,0,0,0,0,0,0,0,0,23.75,3
2458082236,0.025,0,0.019,0.008,8.2,0.012,0.9,0.001,0.191,0.011,0.003,0.1,23.8,3
7993214296,0.038,0.002,0.028,0.013,8.6,0.012,1.2,0.001,0.256,0.017,0.006,0.158,24.21,3
183419580,0.06,0.029,0.049,0.018,28.6,0.063,32.1,0.044,0.154,0,0.083,0.08,19.6,2
3935679320,0.05,0,0.033,0.018,19.1,0.03,16.8,0.018,0.252,0,0.043,0.097,21.36,3
593547634,0.092,0.034,0.065,0.035,7.6,0.035,6.4,0.007,0.129,0.01,0.021,0.01,26.8,3
1455057153,0.088,0.006,0.057,0.044,14,0.024,25.3,0.026,0.245,0.002,0.026,0.117,22.05,3
15768069903,0.084,0.006,0.055,0.043,13.5,0.023,24.2,0.025,0.233,0.002,0.025,0.112,22.05,3
2516187087,0.105,0.025,0.086,0.031,23.8,0.078,14.4,0.022,0.105,0.011,0.047,0.062,24.11,3
8806408310,0.105,0.025,0.086,0.031,23.8,0.078,14.4,0.022,0.105,0.011,0.047,0.062,24.14,3
579981618,0.033,0.012,0.031,0.013,0,0,0,0,0.016,0,0,0,28.67,3
292159952,0.063,0.002,0.04,0.039,14,0.021,25.1,0.026,0.231,0,0.032,0.104,21.25,3
141800109,0.068,0.014,0.057,0.039,18.8,0.097,21.1,0.035,0.125,0.014,0.07,0.074,22.15,3
1455057153,0.088,0.006,0.057,0.044,14,0.024,25.3,0.026,0.245,0.002,0.026,0.117,22.05,3
639282776,0.06,0.006,0.048,0.013,0,0,0.6,0.001,0.007,0,0,0.012,26.31,3
2691614002,0.06,0.006,0.048,0.013,0,0,0.6,0.001,0.007,0,0,0.012,26.07,3
377147974,0.08,0.013,0.06,0.029,14.1,0.039,14.2,0.018,0.124,0.005,0.027,0.065,23.66,3
37234577,0.142,0.029,0.131,0.059,34.7,0.077,2,0.003,0.112,0,0.061,0.052,23.46,3
91190120,0.131,0.038,0.076,0.051,0,0,3.4,0.006,0.004,0,0,0,28.13,3
1426758281,0.091,0,0.091,0,7.1,0.017,37.7,0.038,0.114,0,0,0.074,22.72,3
32230141,0.137,0,0.11,0.061,0,0,0,0,0,0,0,0,23.97,3
27587935,0.142,0.035,0.094,0.085,0,0,0,0,0.021,0,0,0.032,25.5,3
69324015,0,0,0,0,0,0,0,0,0.045,0,0,0,16.88,2
156130464,0.101,0,0.052,0.048,0,0,0,0,0,0,0,0,26.68,3
372961879,0.042,0,0.042,0,0,0,0,0,0.138,0,0,0.046,21.41,3
16440719,0.07,0.038,0.07,0,0,0,0,0,0,0.029,0,0.042,32.58,4
93346582,0.134,0.022,0.059,0.086,26.2,0.061,21.2,0.021,0.214,0.026,0.03,0.103,21.28,3
105040794,0.096,0.027,0.065,0.036,0,0,5.7,0.01,0,0,0,0,28,3
226439452,0.151,0.006,0.055,0.122,0,0,28.5,0.03,0.052,0.03,0,0.164,20.25,3
376362319,0.048,0.007,0.038,0.017,8.9,0.028,10.2,0.012,0.077,0.003,0.022,0.041,23.59,3
388268477,0.051,0.004,0.038,0.019,6.1,0.011,11.2,0.012,0.114,0.001,0.024,0.065,22.88,3
94932001,0.07,0,0.07,0,0,0,0,0,0.021,0,0,0,26.82,3
14793974767,0.049,0.001,0.03,0.026,23,0.03,29.2,0.032,0.177,0,0.036,0.085,22.76,3
69170863,0.026,0,0.026,0,2.5,0.033,24.6,0.027,0.116,0,0.055,0,23.91,3
4584110376,0.063,0.005,0.049,0.025,8.8,0.022,17.2,0.02,0.112,0.004,0.022,0.057,23.17,3
56566962410,0.012,0,0.005,0.007,3.8,0.009,10.8,0.011,0.337,0,0.004,0.108,21.51,3
64033717948,0.057,0.03,0.054,0.044,0,0,0,0,0.124,0,0,0.04,24.18,3
50217262,0.025,0,0.025,0,0,0,0,0,0.013,0,0,0.016,26.34,3
9432619620,0,0,0,0,0,0,0,0,0.288,0,0,0.026,21.57,3
2730518862,0.07,0.013,0.057,0.013,0,0,1,0.001,0.012,0,0,0.02,22.58,3
23535244543,0.095,0.017,0.074,0.036,23.9,0.039,26.6,0.029,0.189,0,0.053,0.079,21.85,3
64201042,0,0,0,0,0,0,0,0,0,0,0,0,29.81,3
4532485039,0.182,0.041,0.109,0.068,4.1,0.023,0,0,0.037,0.01,0.046,0.017,28.05,3
4951200821,0.057,0.014,0.035,0.016,0.4,0.012,0,0,0.114,0.02,0.018,0.007,24.2,3
16662051180,0.18,0.021,0.172,0.061,39.3,0.057,44.3,0.051,0.066,0.023,0.044,0.098,25.73,3
32373873650,0.089,0.006,0.058,0.045,14.2,0.024,25.6,0.026,0.247,0.002,0.026,0.118,22.05,3
868423750,0.129,0,0.129,0.019,13.8,0.071,19.6,0.039,0.135,0.008,0.036,0.077,20.09,3
899559538,0.062,0.007,0.047,0.015,0,0,0.9,0.001,0.006,0,0,0.009,26.13,3
1864245480,0.049,0,0.017,0.032,101.5,0.149,101.2,0.114,0,0,0.131,0,25.74,3
36666907,0,0,0,0,0,0,0,0,0.014,0,0,0.549,22.71,3
1020318271,0.093,0.013,0.077,0.014,17.1,0.023,8,0.01,0.154,0,0.031,0.066,23.2,3
134624926,0.091,0.017,0.073,0.005,0,0,0,0,0.131,0,0,0.026,25.97,3
66309024,0,0,0,0,0,0,0,0,0.069,0,0,0,16.54,2
6365697581,0.068,0,0.062,0.025,41.9,0.071,0,0,0.12,0,0.058,0.105,23.66,3
3966832607,0,0,0,0,0,0,0,0,0.384,0,0,0.008,21.04,3
140640141,0.129,0,0.089,0.06,18.5,0.049,68.7,0.08,0.137,0.008,0.044,0.043,25.74,3
45041425689,0,0,0,0,0,0,0,0,0.312,0,0,0.097,21.15,3
12329198803,0,0,0,0,0,0,0,0,0.062,0,0,0.004,27.37,3
497955990,0.057,0.014,0.035,0.016,0.4,0.012,0,0,0.114,0.019,0.018,0.007,24.2,3
2599114094,0.012,0,0.005,0.007,3.8,0.009,10.7,0.011,0.333,0,0.004,0.107,21.52,3
4153937290,0.059,0,0.059,0,0,0,3.2,0.006,0.027,0,0,0.047,24.34,3
4145696565,0.09,0.019,0.059,0.034,0,0,0,0,0,0.008,0,0.001,28.53,3
90805195,0.076,0.015,0.049,0.03,16.6,0.034,12.9,0.019,0.17,0.001,0.037,0.072,21.95,3
7527647212,0.044,0.005,0.039,0.002,0,0,0,0,0.004,0,0,0.004,26.64,3
637307118,0.077,0.008,0.062,0.02,0,0,9.1,0.013,0.007,0.002,0,0.012,25.82,3
65375337,0.21,0.027,0.135,0.1,38.8,0.05,51.1,0.053,0.061,0.009,0.059,0.094,24.68,3
464975996,0.122,0.021,0.095,0.021,8.6,0.038,0,0,0.098,0.019,0.029,0.093,22.39,3
5431799452,0.036,0,0.033,0.003,0,0,0,0,0.012,0.009,0,0.006,24.2,3
1327405034,0.109,0.026,0.091,0.032,30.5,0.108,24,0.039,0.128,0.014,0.082,0.109,22.31,3
13411716894,0.063,0.018,0.045,0.013,1.4,0.006,0,0,0.175,0,0.006,0.069,23.15,3
264187423,0.091,0.013,0.078,0.04,42,0.059,29.2,0.035,0.05,0.046,0.059,0.051,25.28,3
20372158371,0.006,0,0.006,0,0,0,0,0,0.289,0,0,0.088,21.44,3
3341469831,0.152,0.02,0.152,0.05,53.6,0.076,50.9,0.058,0.048,0.013,0.039,0.091,25.8,3
326000401,0.223,0.108,0.168,0,0,0,0,0,0.015,0.035,0,0,25.61,3
27095086895,0.057,0,0.057,0,0,0,3.2,0.005,0.027,0,0,0.046,24.34,3
15294735606,0.119,0.029,0.097,0.051,0,0,0,0,0.005,0.021,0,0.03,26.55,3
1805993704,0.02,0,0.02,0,3,0.042,7,0.008,0.153,0,0.061,0.005,23.99,3
2375703676,0.642,0.019,0.622,0.036,0,0,0,0,0.023,0.021,0,0.063,28.57,3
16104049349,0.015,0,0.015,0,0,0,0,0,0,0,0,0,23.44,3
22740447789,0.128,0.022,0.117,0.032,17.8,0.074,35,0.052,0.145,0.012,0.051,0.106,22.57,3
10482631545,0.234,0.043,0.2,0.015,0,0,0,0,0.065,0.017,0,0.019,25.43,3
746425042,0,0,0,0,0,0,0,0,0.085,0,0,0,16.09,2
29009874241,0.069,0.009,0.053,0.023,6.6,0.016,10.9,0.013,0.098,0.005,0.018,0.049,23.67,3
22220023869,0.083,0.012,0.064,0.027,7.8,0.02,12.7,0.015,0.115,0.006,0.022,0.058,23.58,3
24191045063,0.094,0.013,0.072,0.031,8.8,0.022,14.3,0.017,0.13,0.007,0.024,0.065,23.5,3
16804730826,0.102,0.014,0.078,0.034,9.6,0.024,15.6,0.019,0.141,0.007,0.026,0.071,23.46,3
15751234959,0.104,0.014,0.08,0.034,9.8,0.025,16,0.019,0.143,0.007,0.027,0.072,23.46,3
10248153769,0.105,0.015,0.08,0.035,9.8,0.025,16.1,0.019,0.144,0.007,0.027,0.073,23.47,3
1128786089,0.105,0.015,0.081,0.035,9.8,0.025,16.1,0.019,0.145,0.007,0.027,0.073,23.55,3
8472160565,0,0,0,0,0,0,0,0,0.404,0,0,0,22.01,3
7747812626,0.09,0.019,0.06,0.034,0,0,0,0,0,0.008,0,0.001,28.53,3
9571186178,0.126,0.02,0.084,0.05,0,0,0,0,0,0,0,0.003,28.88,3
3983704041,0.089,0.009,0.07,0.035,13.7,0.021,20.6,0.022,0.164,0.007,0.025,0.086,23.54,3
1154001276,0.099,0.016,0.084,0.024,16.5,0.058,15.2,0.025,0.125,0.007,0.047,0.053,23.44,3
1948696915,0.052,0.005,0.041,0.02,5.3,0.014,11.9,0.014,0.086,0.005,0.015,0.046,23.85,3
3455786636,0.07,0.007,0.054,0.027,7,0.019,15.9,0.019,0.115,0.006,0.021,0.06,23.48,3
591786538,0.056,0.008,0.043,0.019,5.3,0.013,8.7,0.01,0.078,0.004,0.014,0.039,24.03,3
517235041,0.068,0.009,0.052,0.022,6.3,0.016,10.3,0.012,0.093,0.005,0.018,0.047,23.86,3
459748948,0.08,0.011,0.061,0.026,7.4,0.019,12.1,0.015,0.11,0.006,0.021,0.055,23.74,3
452693925,0.091,0.013,0.069,0.03,8.4,0.021,13.8,0.017,0.125,0.006,0.023,0.063,23.63,3
383589880,0.099,0.014,0.076,0.033,9.2,0.023,15.1,0.018,0.136,0.007,0.026,0.069,23.54,3
295527369,0.103,0.014,0.079,0.034,9.6,0.024,15.8,0.019,0.142,0.007,0.027,0.072,23.49,3
181915621,0.105,0.015,0.08,0.035,9.8,0.025,16.1,0.019,0.145,0.007,0.027,0.073,23.47,3
40671542,0.105,0.015,0.08,0.035,9.8,0.025,16.1,0.019,0.145,0.007,0.027,0.073,23.57,3
1127709049,0.013,0.002,0.012,0.002,0,0,1.3,0.002,0.291,0,0,0.1,21.11,3
2719585541,0.085,0.006,0.056,0.041,12.7,0.021,22.7,0.023,0.217,0.002,0.023,0.105,22.7,3
13074855035,0.086,0.004,0.055,0.042,17,0.024,25.9,0.027,0.244,0.001,0.03,0.106,22.7,3
18292295249,0.089,0.008,0.067,0.03,4.6,0.011,0,0,0.237,0.01,0.021,0.12,23.18,3
30323569611,0.174,0.012,0.124,0.083,17.2,0.023,51.8,0.053,0.047,0.013,0.051,0.08,23.64,3
13197356162,0.124,0.023,0.105,0.036,40.7,0.119,23.9,0.041,0.126,0.001,0.092,0.047,24.15,3
621179892,0,0,0,0,0,0,0,0,0.189,0,0,0.105,19.38,2
41659601,0.017,0,0.017,0,0,0,0,0,0.023,0,0,0,17.42,2
446992953,0.105,0,0.105,0.026,22.1,0.041,0,0,0.124,0,0.064,0.074,23.98,3
88931119,0.152,0,0.152,0.049,0,0,0,0,0.009,0,0,0.05,26.93,3
6741694679,0.088,0.022,0.077,0.043,16.7,0.018,0,0,0.225,0,0.018,0.123,22.4,3
6044816084,0.099,0,0.099,0.043,0,0,0,0,0.262,0,0.037,0.131,20.83,3
2965592388,0.147,0.024,0.122,0.086,51.4,0.065,0,0,0.089,0,0.037,0.029,23.75,3
1681281123,0.107,0.032,0.098,0.015,12.4,0.051,14.6,0.015,0.146,0.015,0.031,0,25.42,3
7473253105,0.093,0.036,0.064,0.037,8.2,0.038,6.8,0.007,0.128,0.011,0.021,0.01,26.85,3
50255153052,0.079,0.006,0.052,0.038,12.8,0.022,20.3,0.021,0.215,0.001,0.023,0.104,22.69,3
18284736,0.156,0,0.156,0.046,7.8,0.013,9.4,0.018,0.281,0.022,0.039,0.121,21.36,3
134272209,0.187,0.052,0.136,0.071,25.9,0.061,18.3,0.034,0.171,0,0.055,0.104,23.23,3
449451541,0.578,0.076,0.487,0.349,0,0,0,0,0.097,0,0,0,22.62,3
45216792,0,0,0,0,0,0,0,0,0.059,0,0,0,16.59,2
5189623,0.196,0,0.196,0.069,15.4,0.026,14.3,0.027,0.204,0.043,0,0.138,20.99,3
6752064926,0.121,0.034,0.095,0.015,53.4,0.161,10.6,0.017,0.093,0.012,0.122,0.094,22.56,3
29969840711,0.103,0.025,0.086,0.03,29.3,0.103,22,0.035,0.129,0.013,0.078,0.107,22.34,3
2356070401,0.034,0,0.034,0,6.5,0.04,0,0,0.132,0,0.034,0.077,22.15,3
1705988955,0.031,0,0.031,0.006,20.4,0.073,33.7,0.054,0.137,0.011,0.057,0.125,21.47,3
119824957,0.144,0.022,0.123,0.02,42.2,0.116,44,0.07,0.124,0,0.077,0.097,22.54,3
6178464413,0.011,0,0.005,0.005,0,0,0,0,0.326,0,0,0.145,21.14,3
15423596547,0.013,0.002,0.011,0.002,0.9,0.002,0.1,0,0.374,0,0,0.122,20.67,3
6911157513,0.022,0.003,0.016,0.003,14.7,0.027,8.7,0.01,0.15,0.004,0.038,0.116,20.88,3
41139397,0.075,0.01,0.065,0.041,13.4,0.015,0,0,0.249,0,0.015,0.048,22.99,3
6811850934,0.147,0.025,0.114,0.068,46.3,0.078,52.9,0.057,0.104,0,0.066,0.093,23.36,3
10897460793,0.158,0.011,0.103,0.081,28.3,0.047,46.1,0.047,0.068,0.003,0.052,0.1,24,3
21855635,0.186,0.032,0.135,0.064,54.2,0.076,14.7,0.018,0.11,0,0.073,0.081,24.53,3
4299769144,0.044,0.008,0.037,0.016,11.3,0.026,4.2,0.005,0.091,0.002,0.021,0.047,23.4,3
4713229974,0.052,0.01,0.043,0.019,13.2,0.03,4.9,0.006,0.107,0.002,0.025,0.055,23.25,3
5724583872,0.062,0.012,0.052,0.023,15.8,0.036,5.9,0.007,0.129,0.002,0.03,0.066,23.09,3
4164675496,0.07,0.013,0.058,0.026,17.6,0.04,6.6,0.008,0.144,0.002,0.033,0.074,22.95,3
3330874566,0.074,0.014,0.061,0.027,18.6,0.042,7,0.008,0.152,0.003,0.035,0.078,22.92,3
1742534007,0.075,0.014,0.062,0.028,18.9,0.043,7.1,0.008,0.154,0.003,0.036,0.079,22.9,3
788871004,0.076,0.015,0.063,0.028,19.1,0.044,7.2,0.009,0.156,0.003,0.036,0.08,22.88,3
8538886491,0.05,0.008,0.036,0.021,9.4,0.025,11.1,0.013,0.107,0.003,0.021,0.054,23.03,3
9217511891,0.057,0.009,0.041,0.024,10.8,0.029,12.7,0.015,0.122,0.004,0.024,0.062,23.04,3
9714366559,0.067,0.011,0.048,0.028,12.7,0.034,14.9,0.018,0.143,0.004,0.028,0.073,23.04,3
8301672509,0.074,0.012,0.053,0.031,14,0.037,16.5,0.02,0.158,0.005,0.031,0.081,23.04,3
7128800606,0.077,0.013,0.056,0.032,14.7,0.039,17.2,0.02,0.165,0.005,0.033,0.084,23.04,3
4434808236,0.079,0.013,0.056,0.032,14.8,0.039,17.4,0.021,0.168,0.005,0.033,0.086,23.04,3
2560550482,0.08,0.013,0.057,0.033,15.1,0.04,17.7,0.021,0.17,0.005,0.033,0.087,23.04,3
539022517,0.08,0.013,0.058,0.033,15.2,0.04,17.9,0.021,0.172,0.005,0.034,0.088,23.03,3
295490143,0.065,0.012,0.053,0.024,16.4,0.037,6.2,0.007,0.133,0.002,0.031,0.068,23.11,3
549480738,0.048,0.009,0.039,0.018,12.2,0.028,4.5,0.005,0.098,0.002,0.023,0.05,23.46,3
859308114,0.048,0.009,0.039,0.018,12.2,0.028,4.6,0.005,0.098,0.002,0.023,0.05,23.46,3
388952252,0.15,0.077,0.099,0.09,0,0,17,0.017,0.011,0,0,0.038,24.97,3
1839554353,0.142,0.055,0.083,0.076,0,0,29.6,0.033,0.029,0,0,0.036,25.11,3
463992737,0.178,0.031,0.129,0.062,53.3,0.075,12.6,0.013,0.094,0,0.071,0.083,25.02,3
1189447431,0.054,0.027,0.018,0.042,0,0,0,0,0,0.003,0,0.001,26.09,3
921211472,0.062,0.017,0.045,0.017,0,0,0,0,0.01,0,0,0.01,22.8,3
3426115471,0.074,0.01,0.048,0.029,0,0,0,0,0.001,0,0,0.001,28.61,3
1457099976,0.071,0.009,0.059,0.023,0,0,2.7,0.005,0.005,0,0,0.017,26.16,3
1113827270,0.19,0.016,0.149,0.095,0,0,0,0,0.004,0,0,0,24.51,3
1053753891,0,0,0,0,0,0,0,0,0.072,0,0,0,16.07,2
2886083534,0,0,0,0,0,0,0,0,0.07,0,0,0,16.27,2
10935280761,0.08,0.006,0.052,0.041,14.7,0.025,22.8,0.023,0.246,0.002,0.026,0.116,21.89,3
3427203750,0.07,0.013,0.045,0.025,0,0,0,0,0.003,0,0,0.003,29.04,3
218841588,0.028,0,0.028,0,0,0,0,0,0.011,0,0,0.009,29.28,3
149819049,0.064,0.014,0.038,0.026,0,0,0,0,0.013,0,0,0.009,28.88,3
269588671,0.114,0.027,0.066,0.048,0,0,0,0,0.014,0,0,0.025,28.7,3
226170231,0.126,0.033,0.092,0.071,0,0,16.5,0.028,0,0,0,0,28.67,3
159822948,0.03,0,0.03,0,0,0,0,0,0.014,0,0,0,23.77,3
83916187,0.102,0.029,0.073,0.044,0,0,39.9,0.052,0.014,0,0,0,26.7,3
813755846,0.01,0,0.01,0,0,0,0,0,0.263,0,0,0.096,18.81,2
21299632,0.048,0,0.048,0,0,0,0,0,0.133,0,0,0.037,27.34,3
29285093,0,0,0,0,0,0,0,0,0,0,0,0,27.51,3
36072850,0.07,0,0.059,0.039,29.4,0.048,10.6,0.011,0.084,0,0.033,0.078,24.02,3
43509497,0.133,0,0.112,0.079,47,0.075,20.3,0.02,0.119,0,0.056,0.099,23.73,3
228333252,0.034,0,0.025,0.009,0,0,0,0,0,0,0,0,31.14,4
57609073,0.041,0,0.041,0,0,0,0,0,0.007,0,0,0,27.44,3
318537320,0.084,0.011,0.058,0.041,13.7,0.033,20.8,0.024,0.222,0.004,0.034,0.103,21.29,3
56854606,0,0,0,0,0,0,0,0,0,0,0,0,18.41,2
313097090,0.089,0,0.089,0,0,0,0,0,0,0,0,0,18.13,2
173696885,0.073,0,0.073,0,0,0,0,0,0,0,0,0,32.81,4
687944052,0.22,0.07,0.149,0.03,14.9,0.048,0,0,0.076,0,0.048,0.032,28.23,3
167067624,0.058,0.006,0.052,0.021,34.7,0.048,0,0,0.185,0.008,0.053,0.079,23.36,3
49361938,0.064,0.013,0.051,0.038,5,0.02,0,0,0.011,0.011,0,0.031,24.04,3
469707788,0.051,0,0.051,0.051,36.7,0.065,7.9,0.015,0.193,0,0.065,0.122,20.96,3
552074366,0.097,0.029,0.078,0.02,6.5,0.046,14.2,0.015,0.102,0,0.023,0.014,24.77,3
1265521859,0.096,0,0.096,0,58.6,0.088,0,0,0.236,0,0.088,0.07,25.05,3
3070098963,0.118,0.002,0.088,0.07,31,0.051,11.7,0.019,0.222,0.002,0.051,0.069,21.75,3
686871091,0.033,0,0,0.033,0,0,0,0,0.173,0,0,0.046,20.99,3
14601976896,0.175,0.011,0.148,0.083,46.6,0.071,9.8,0.017,0.264,0.011,0.08,0.056,22.31,3
457094419,0.116,0.033,0.064,0.052,0,0,0,0,0.029,0,0,0.014,26.32,3
205131759,0.03,0,0.03,0,0,0,0,0,0,0,0,0,26.23,3
785509952,0.076,0.016,0.058,0.031,21.3,0.071,10.2,0.017,0.089,0.008,0.051,0.102,22.32,3
3369524153,0.006,0,0.006,0,0,0,0,0,0.303,0,0.012,0.142,20.55,3
2632978261,0.158,0.016,0.121,0.066,44.2,0.061,20.3,0.023,0.097,0,0.047,0.07,23.59,3
34682935,0.031,0.011,0.021,0.011,0,0,0,0,0.029,0,0,0.024,23.18,3
3755800937,0.119,0.048,0.09,0.068,0,0,0,0,0.058,0,0,0.032,24.16,3
27593693,0.178,0.024,0.121,0.088,5.2,0.023,0,0,0.005,0,0,0.052,23.98,3
218881429,0.019,0,0.019,0,0,0,0,0,0,0,0,0,26.74,3
3136271890,0.064,0.006,0.04,0.025,0,0,0,0,0.015,0,0,0.01,26.91,3
170440837,0.089,0,0.089,0.04,19.3,0.076,33.4,0.043,0.15,0.021,0.058,0.01,22.21,3
112106516,0.067,0,0.067,0,0,0,0,0,0,0,0,0,28.05,3
230175414,0,0,0,0,0,0,0,0,0.124,0,0,0.054,22.53,3
